	NK.c06.CD56brightCD16lo.CREM	NK.c04.CD56brightCD16lo.CCL3	NK.c05.CD56brightCD16lo.IL7R	NK.c03.CD56brightCD16lo.IL7R.RGS1lo	NK.c02.CD56brightCD16lo.GZMH	NK.c13.CD56dimCD16hi.NR4A3	NK.c12.CD56dimCD16hi.DNAJB1	NK.c10.CD56dimCD16hi.NFKBIA	NK.c07.CD56dimCD16hi.IL32	NK.c08.CD56dimCD16hi.CX3CR1	NK.c01.CD56brightCD16hi	NK.c09.CD56dimCD16hi.ZNF90	NK.c11.CD56dimCD16hi.MKI67
TMEM82	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	7.75E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
UQCRHL	7.29E-06	1.60E-06	1.00E-08	1.00E-08	1.02E-05	3.47E-06	3.34E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
SPEN	7.03E-05	7.81E-05	8.97E-05	6.89E-05	6.11E-05	9.07E-05	7.81E-05	7.42E-05	5.89E-05	7.71E-05	0.000167216	3.06E-05	5.43E-05
ZBTB17	2.23E-05	2.55E-05	1.38E-05	3.45E-05	4.07E-05	2.52E-05	2.53E-05	2.45E-05	2.11E-05	3.39E-05	5.97E-05	1.53E-05	1.09E-05
CLCNKB	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.07E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
FAM131C	1.68E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
EPHA2	1.68E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	2.22E-07	2.88E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
ARHGEF19	1.05E-05	1.91E-05	6.91E-06	1.15E-05	1.02E-05	1.06E-05	1.06E-05	1.84E-05	2.95E-05	1.88E-05	3.58E-05	1.53E-05	7.25E-06
FBXO42	2.87E-05	3.19E-05	4.83E-05	3.45E-05	2.04E-05	3.33E-05	2.90E-05	3.75E-05	2.11E-05	2.63E-05	9.56E-05	3.06E-05	2.53E-05
SZRD1	0.000118725	0.000114782	9.67E-05	0.000103358	0.000193471	0.000138911	0.000120615	0.000147652	0.000117864	0.000133537	0.000107499	0.000153101	0.000141155
SPATA21	6.43E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.58E-07	4.26E-07	2.30E-06	1.00E-08	1.00E-08	1.00E-08	1.53E-05	1.00E-08
NECAP2	7.93E-05	9.25E-05	6.21E-05	0.000103358	7.13E-05	6.87E-05	8.02E-05	9.41E-05	7.16E-05	8.65E-05	0.000107499	0.000107173	8.69E-05
NBPF1	1.19E-05	2.07E-05	6.91E-06	6.89E-05	1.02E-05	1.86E-05	1.57E-05	1.30E-05	2.11E-05	2.82E-05	4.78E-05	3.06E-05	1.09E-05
CROCC	1.65E-05	2.23E-05	1.00E-08	5.74E-05	1.02E-05	1.41E-05	1.53E-05	1.68E-05	5.05E-05	2.63E-05	4.78E-05	1.53E-05	1.45E-05
ATP13A2	1.54E-05	1.12E-05	1.38E-05	2.30E-05	2.04E-05	1.61E-05	1.54E-05	2.22E-05	2.95E-05	1.51E-05	3.58E-05	1.00E-08	1.09E-05
SDHB	9.64E-05	7.65E-05	9.67E-05	6.89E-05	0.000162924	8.75E-05	8.80E-05	9.87E-05	8.42E-05	0.00011473	8.36E-05	4.59E-05	0.000137536
PADI2	1.68E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.51E-07	1.49E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
PADI4	1.91E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.71E-06	3.20E-06	2.30E-06	4.22E-06	1.89E-06	1.00E-08	1.00E-08	1.00E-08
RCC2	3.28E-05	3.51E-05	3.45E-05	4.59E-05	2.04E-05	2.95E-05	2.92E-05	2.53E-05	1.68E-05	1.51E-05	3.58E-05	1.00E-08	9.05E-05
ARHGEF10L	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	2.88E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
KLHDC7A	1.68E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
ALDH4A1	3.02E-06	3.20E-06	1.00E-08	1.00E-08	1.02E-05	3.76E-06	4.17E-06	3.83E-06	8.43E-06	5.65E-06	1.00E-08	1.00E-08	1.45E-05
IFFO2	2.47E-05	2.39E-05	6.91E-06	1.00E-08	1.02E-05	1.46E-05	1.03E-05	6.89E-06	1.68E-05	1.51E-05	4.78E-05	3.06E-05	3.63E-06
UBR4	7.84E-05	0.000122752	9.67E-05	9.19E-05	4.07E-05	7.73E-05	6.39E-05	6.73E-05	6.74E-05	5.45E-05	0.000179159	0.000122482	2.17E-05
EMC1	2.04E-05	2.07E-05	1.38E-05	8.04E-05	1.02E-05	2.16E-05	2.26E-05	2.83E-05	1.26E-05	2.45E-05	2.39E-05	1.53E-05	2.90E-05
MRTO4	3.50E-05	3.67E-05	5.52E-05	5.74E-05	5.09E-05	1.85E-05	1.82E-05	2.14E-05	3.79E-05	1.13E-05	2.39E-05	3.06E-05	4.71E-05
AKR7A3	9.60E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	4.34E-07	2.88E-07	7.75E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
AKR7A2	0.000102896	9.41E-05	9.67E-05	0.000206705	0.000122196	0.000106748	9.59E-05	0.000100988	0.000143118	0.000135418	8.36E-05	0.00016841	0.000162869
CAPZB	0.000445904	0.000486196	0.000352056	0.000482299	0.000692395	0.000640863	0.000559872	0.000644128	0.000926002	0.000757917	0.000429967	0.000642991	0.000608018
NBL1	7.73E-05	2.87E-05	1.00E-08	1.15E-05	2.04E-05	3.54E-06	4.17E-06	1.54E-06	1.00E-08	1.00E-08	1.20E-05	1.53E-05	1.00E-08
TMCO4	1.28E-05	6.39E-06	6.91E-06	4.59E-05	4.07E-05	1.14E-05	1.24E-05	1.15E-05	1.68E-05	2.07E-05	1.00E-08	1.53E-05	3.26E-05
RNF186	3.27E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.51E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
OTUD3	9.67E-06	1.28E-05	6.91E-06	1.15E-05	1.00E-08	8.92E-06	5.98E-06	9.19E-06	1.68E-05	1.13E-05	4.78E-05	1.00E-08	1.45E-05
PLA2G2D	1.68E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
UBXN10	1.59E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	7.17E-07	1.26E-06	7.75E-07	4.22E-06	1.89E-06	1.00E-08	1.00E-08	1.00E-08
CAMK2N1	3.18E-06	4.79E-06	1.00E-08	1.00E-08	1.02E-05	5.88E-06	4.73E-06	3.07E-06	1.00E-08	3.77E-06	1.00E-08	1.00E-08	1.00E-08
MUL1	2.52E-05	3.19E-05	3.45E-05	8.04E-05	5.09E-05	2.91E-05	2.83E-05	3.21E-05	4.21E-05	2.82E-05	3.58E-05	1.53E-05	1.81E-05
CDA	2.64E-05	3.20E-06	6.91E-06	1.00E-08	0.00014256	2.93E-07	1.81E-06	1.00E-08	1.00E-08	1.89E-06	1.20E-05	1.00E-08	1.00E-08
PINK1	2.87E-05	1.60E-05	3.45E-05	1.00E-08	3.06E-05	2.69E-05	2.03E-05	1.15E-05	2.11E-05	2.26E-05	1.20E-05	3.06E-05	7.25E-06
DDOST	0.000196127	0.000151445	0.000269222	0.000344502	0.000386931	0.000293434	0.000247465	0.00027311	0.000328316	0.000321603	0.000214989	0.00016841	0.00031849
KIF17	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.49E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
HP1BP3	0.000224777	0.000325197	0.000283027	0.000321536	0.00028511	0.000230946	0.000207078	0.000237156	0.00022309	0.000297155	0.000537456	0.0003215	0.000416206
EIF4G3	4.16E-05	5.58E-05	6.90E-05	6.89E-05	7.13E-05	7.86E-05	6.58E-05	5.74E-05	8.84E-05	8.28E-05	0.000107499	4.59E-05	2.90E-05
ECE1	6.02E-05	4.94E-05	2.76E-05	1.15E-05	5.09E-05	2.35E-05	2.18E-05	1.84E-05	2.53E-05	3.20E-05	1.20E-05	1.00E-08	3.26E-05
NBPF3	4.28E-06	6.39E-06	1.00E-08	1.00E-08	3.06E-05	9.13E-06	9.45E-06	1.53E-05	2.95E-05	2.26E-05	2.39E-05	1.53E-05	3.63E-06
ALPL	3.49E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.07E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
RAP1GAP	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.51E-07	1.49E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
USP48	6.52E-05	9.88E-05	6.90E-05	0.000126324	5.09E-05	5.61E-05	5.29E-05	7.34E-05	5.89E-05	6.21E-05	0.000214989	4.59E-05	9.77E-05
LDLRAD2	3.27E-07	1.00E-08	1.00E-08	1.15E-05	1.00E-08	8.58E-07	9.82E-07	1.54E-06	1.00E-08	3.77E-06	1.00E-08	1.00E-08	1.00E-08
HSPG2	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.07E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
CDC42	0.000488799	0.000460692	0.000559142	0.000826791	0.000580392	0.000602691	0.000506578	0.000740517	0.000707131	0.000707139	0.000525513	0.0006583	0.000459635
WNT4	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.07E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
ZBTB40	1.81E-05	4.15E-05	1.38E-05	3.45E-05	1.02E-05	2.11E-05	1.79E-05	2.68E-05	1.68E-05	3.01E-05	0.000143329	1.00E-08	1.09E-05
C1QA	2.70E-06	4.79E-06	6.91E-06	1.00E-08	1.00E-08	3.97E-06	5.56E-06	2.30E-06	1.00E-08	1.00E-08	1.00E-08	3.06E-05	1.00E-08
C1QC	3.81E-06	1.12E-05	1.00E-08	1.00E-08	2.04E-05	3.69E-06	5.01E-06	2.30E-06	1.00E-08	1.89E-06	1.00E-08	1.00E-08	1.00E-08
C1QB	2.54E-06	6.39E-06	6.91E-06	1.00E-08	1.00E-08	3.26E-06	4.59E-06	4.60E-06	4.22E-06	1.89E-06	1.00E-08	1.53E-05	7.25E-06
EPHB2	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	7.75E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
KDM1A	2.72E-05	3.35E-05	3.45E-05	2.30E-05	1.02E-05	2.23E-05	2.50E-05	2.75E-05	2.53E-05	2.45E-05	4.78E-05	1.53E-05	2.90E-05
LUZP1	8.03E-05	5.26E-05	5.52E-05	9.19E-05	4.07E-05	5.37E-05	5.23E-05	3.06E-05	2.53E-05	5.08E-05	0.000119443	3.06E-05	3.62E-05
HNRNPR	0.000208315	0.000239118	0.000234707	0.000355985	0.000244381	0.000221827	0.000192228	0.000211146	0.000260971	0.000231331	0.000346364	0.000214337	0.000347443
ZNF436	4.13E-06	3.20E-06	6.91E-06	3.45E-05	1.02E-05	3.97E-06	5.28E-06	4.60E-06	4.22E-06	1.13E-05	1.00E-08	1.53E-05	3.63E-06
TCEA3	2.07E-06	1.00E-08	1.00E-08	1.15E-05	1.00E-08	9.29E-07	1.26E-06	3.83E-06	1.00E-08	1.89E-06	1.00E-08	1.00E-08	1.00E-08
ASAP3	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.49E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
E2F2	2.07E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.35E-06	1.81E-06	1.00E-08	8.43E-06	1.89E-06	1.00E-08	1.00E-08	6.52E-05
ID3	0.00021987	0.000148257	2.07E-05	4.59E-05	8.15E-05	4.89E-06	2.46E-05	1.30E-05	4.22E-06	3.77E-06	1.00E-08	1.53E-05	7.60E-05
MDS2	1.68E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	7.75E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
PITHD1	0.000176658	0.000140287	7.59E-05	4.59E-05	0.000162924	0.000167469	0.000140878	0.000153007	0.000105236	0.000146702	7.17E-05	7.66E-05	0.000155631
LYPLA2	7.27E-05	8.13E-05	8.97E-05	0.000126324	9.16E-05	8.77E-05	6.39E-05	0.000113228	0.000130491	0.000103446	0.000131386	7.66E-05	0.000108583
GALE	2.28E-05	2.39E-05	3.45E-05	6.89E-05	4.07E-05	8.92E-06	1.04E-05	1.22E-05	2.11E-05	2.07E-05	2.39E-05	1.53E-05	3.62E-05
HMGCL	1.73E-05	2.55E-05	1.38E-05	4.59E-05	2.04E-05	1.77E-05	2.42E-05	3.60E-05	4.21E-05	3.95E-05	5.97E-05	1.53E-05	2.17E-05
FUCA1	4.02E-05	5.58E-05	1.38E-05	5.74E-05	4.07E-05	2.27E-05	1.83E-05	2.14E-05	1.68E-05	3.76E-05	4.78E-05	3.06E-05	2.90E-05
CNR2	3.65E-06	1.28E-05	2.07E-05	1.15E-05	2.04E-05	7.88E-07	8.43E-07	2.30E-06	4.22E-06	1.00E-08	2.39E-05	1.00E-08	3.63E-06
PNRC2	0.000219395	0.000210425	0.000220901	0.000206705	0.000193471	0.000239075	0.000219569	0.000226446	0.000210463	0.000210644	0.000191102	0.000290882	0.000224394
SRSF10	0.000297272	0.000349108	0.000269222	0.000310053	0.000254563	0.000258019	0.000217348	0.000255515	0.000227299	0.00025578	0.000418024	0.0003215	0.000412587
MYOM3	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.49E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
IL22RA1	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.07E-08	1.49E-07	7.75E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
IFNLR1	3.27E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.71E-06	1.26E-06	2.30E-06	4.22E-06	1.89E-06	1.20E-05	1.00E-08	1.00E-08
STPG1	4.13E-06	4.79E-06	6.91E-06	1.00E-08	1.00E-08	1.78E-06	1.54E-06	3.07E-06	4.22E-06	1.00E-08	2.39E-05	1.00E-08	3.63E-06
NIPAL3	4.48E-05	4.30E-05	2.07E-05	6.89E-05	7.13E-05	4.83E-05	3.36E-05	3.52E-05	4.21E-05	3.01E-05	0.000131386	3.06E-05	4.34E-05
RCAN3	8.56E-05	7.81E-05	3.45E-05	0.000103358	3.06E-05	6.02E-06	3.06E-06	3.83E-06	1.00E-08	1.89E-06	8.36E-05	1.00E-08	1.09E-05
SRRM1	0.000397626	0.000318821	0.000469404	0.000355985	0.000254563	0.000373664	0.000251212	0.000333544	0.000277808	0.0003122	0.000298591	0.0003215	0.000380015
CLIC4	3.18E-06	1.60E-06	1.00E-08	1.15E-05	1.00E-08	2.13E-06	6.67E-06	1.54E-06	1.00E-08	1.89E-06	1.20E-05	1.00E-08	3.63E-06
RUNX3	0.000353148	0.000301286	0.000283027	0.00014929	0.000315656	0.000341855	0.000263009	0.000224916	0.000248344	0.000280229	0.000298591	0.000214337	0.000191822
SYF2	0.000180457	0.000207237	0.000186387	0.000137807	0.000264746	0.000214052	0.000191118	0.000187432	0.000248344	0.000180554	8.36E-05	0.000290882	0.000180965
RSRP1	0.000538501	0.0006998	0.000662684	0.000700477	0.00042766	0.000684547	0.000600397	0.000885864	0.00053456	0.000626271	0.00146903	0.000535827	0.000293157
RHD	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	7.75E-07	1.00E-08	1.00E-08	1.20E-05	1.00E-08	1.00E-08
TMEM50A	0.00032988	0.00034592	0.000345153	0.000229671	0.000397113	0.000421802	0.000312694	0.000377148	0.000467215	0.000336649	0.000238875	0.0004899	0.000376396
RHCE	4.85E-07	1.60E-06	1.00E-08	1.00E-08	1.00E-08	1.78E-06	1.26E-06	1.00E-08	1.00E-08	1.89E-06	1.00E-08	1.00E-08	1.00E-08
LDLRAP1	4.07E-05	9.72E-05	0.000103553	9.19E-05	5.09E-05	2.70E-05	2.72E-05	4.44E-05	2.53E-05	2.07E-05	0.000119443	4.59E-05	1.45E-05
MAN1C1	2.38E-06	6.39E-06	1.00E-08	1.15E-05	1.00E-08	9.29E-07	5.65E-07	1.00E-08	4.22E-06	1.00E-08	2.39E-05	1.00E-08	1.00E-08
MTFR1L	1.74E-05	4.62E-05	4.14E-05	1.15E-05	2.04E-05	2.33E-05	2.49E-05	3.75E-05	4.21E-05	4.89E-05	1.00E-08	1.00E-08	2.17E-05
AUNIP	1.12E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	5.05E-07	8.43E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.81E-05
PAQR7	9.60E-07	1.60E-06	6.91E-06	1.00E-08	1.00E-08	5.75E-07	1.12E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
STMN1	0.000446537	0.00012594	5.52E-05	2.30E-05	0.000244381	0.000267067	0.000365433	9.64E-05	0.000180999	0.000156105	3.58E-05	0.000107173	0.004140254
PAFAH2	2.11E-05	2.87E-05	1.38E-05	3.45E-05	3.06E-05	5.18E-05	6.05E-05	7.57E-05	7.58E-05	0.000101566	8.36E-05	7.66E-05	2.17E-05
EXTL1	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	2.88E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
PDIK1L	3.65E-06	1.75E-05	1.00E-08	2.30E-05	2.04E-05	6.02E-06	4.59E-06	5.36E-06	8.43E-06	1.88E-05	3.58E-05	4.59E-05	2.17E-05
FAM110D	1.68E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
ZNF593	6.70E-05	5.26E-05	4.14E-05	2.30E-05	2.04E-05	5.28E-05	4.47E-05	4.44E-05	4.63E-05	4.14E-05	2.39E-05	1.53E-05	7.24E-05
CNKSR1	1.68E-07	1.60E-06	1.00E-08	1.00E-08	1.00E-08	1.51E-07	1.49E-07	7.75E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
CEP85	1.03E-05	7.98E-06	1.00E-08	1.00E-08	1.02E-05	8.85E-06	8.89E-06	8.42E-06	1.00E-08	1.89E-06	2.39E-05	1.00E-08	4.34E-05
SH3BGRL3	0.002114404	0.002172705	0.001553153	0.002262175	0.004133957	0.002867023	0.002476503	0.002780735	0.004482654	0.003247914	0.000668832	0.003980366	0.003325958
UBXN11	1.71E-05	2.07E-05	1.00E-08	4.59E-05	4.07E-05	1.63E-05	1.60E-05	1.38E-05	2.53E-05	2.63E-05	5.97E-05	1.53E-05	1.45E-05
CD52	0.000950838	0.00072371	0.001201108	0.002066963	0.002005891	0.000692535	0.000528367	0.000690028	0.001254309	0.000776724	0.000418024	0.000765463	0.000988023
ZNF683	0.000277487	0.00052286	5.52E-05	0.000229671	0.000417478	2.16E-05	2.76E-05	2.37E-05	2.95E-05	2.07E-05	0.000429967	1.00E-08	4.71E-05
DHDDS	1.95E-05	2.07E-05	3.45E-05	1.00E-08	2.04E-05	1.82E-05	1.51E-05	1.76E-05	2.11E-05	3.57E-05	2.39E-05	1.53E-05	2.53E-05
HMGN2	0.000740475	0.000476632	0.00038657	0.000390434	0.001089499	0.000611457	0.00062746	0.000641069	0.000509306	0.000588657	0.000322478	0.000597063	0.003749392
RPS6KA1	6.27E-05	0.000106812	0.000138067	9.19E-05	7.13E-05	0.000123218	0.000138796	0.000201966	0.000277808	0.000231331	0.000107499	0.000214337	0.000101345
ARID1A	6.13E-05	9.57E-05	8.97E-05	0.000103358	5.09E-05	7.09E-05	6.65E-05	6.50E-05	7.16E-05	8.09E-05	0.000191102	4.59E-05	4.71E-05
PIGV	2.17E-05	2.87E-05	2.76E-05	3.45E-05	1.00E-08	3.34E-05	3.55E-05	3.52E-05	3.37E-05	2.63E-05	2.39E-05	3.06E-05	1.09E-05
ZDHHC18	1.25E-05	2.23E-05	2.76E-05	2.30E-05	2.04E-05	1.28E-05	1.53E-05	1.84E-05	2.53E-05	1.32E-05	2.39E-05	6.12E-05	3.63E-06
SFN	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	2.22E-07	2.88E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
GPN2	2.47E-05	1.60E-05	2.76E-05	1.15E-05	1.00E-08	2.40E-05	2.40E-05	2.22E-05	2.53E-05	3.95E-05	1.20E-05	3.06E-05	2.53E-05
GPATCH3	2.47E-05	2.71E-05	6.91E-06	1.15E-05	4.07E-05	2.34E-05	3.96E-05	3.52E-05	2.53E-05	4.14E-05	3.58E-05	1.00E-08	1.45E-05
NUDC	0.000242347	0.000157821	0.000124261	0.000137807	0.000173106	0.000160471	0.000354191	0.000153772	0.000143118	0.000146702	0.000143329	0.000137792	0.000311252
KDF1	3.27E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.07E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
TRNP1	4.85E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	7.75E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
SLC9A1	1.54E-05	2.55E-05	1.00E-08	1.15E-05	1.02E-05	1.71E-05	1.47E-05	1.99E-05	1.26E-05	9.41E-06	4.78E-05	1.00E-08	1.81E-05
WDTC1	2.98E-05	2.87E-05	2.76E-05	1.15E-05	6.11E-05	4.82E-05	3.98E-05	5.43E-05	6.31E-05	7.90E-05	9.56E-05	6.12E-05	1.45E-05
TMEM222	4.13E-05	5.90E-05	2.07E-05	6.89E-05	3.06E-05	4.87E-05	4.30E-05	7.04E-05	0.000109445	6.40E-05	8.36E-05	4.59E-05	6.15E-05
SYTL1	0.000140252	0.00022796	0.000117359	0.000264121	0.000244381	0.000249042	0.000236085	0.000306005	0.000353571	0.000385546	0.000167216	0.000214337	0.000137536
MAP3K6	7.29E-06	9.57E-06	1.38E-05	1.00E-08	2.04E-05	6.51E-06	8.20E-06	1.61E-05	1.68E-05	2.07E-05	1.20E-05	1.00E-08	1.45E-05
FCN3	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.51E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
GPR3	1.68E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.51E-07	1.49E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
WASF2	0.000168902	0.000175356	0.000358959	0.000183739	0.000213835	0.000214264	0.000194588	0.000222621	0.000248344	0.000267064	0.000358308	0.000244955	0.000180965
AHDC1	9.35E-06	7.98E-06	6.91E-06	3.45E-05	1.02E-05	1.45E-05	1.49E-05	1.22E-05	4.22E-06	2.26E-05	5.97E-05	1.00E-08	1.45E-05
FGR	0.000160513	0.000212019	0.00019329	0.000287087	0.000274928	0.000221332	0.00026745	0.000356494	0.000353571	0.000415636	0.000179159	0.000275573	0.000166488
IFI6	0.000226993	0.000122752	9.67E-05	8.04E-05	0.000254563	0.000116432	9.83E-05	0.000120113	0.000197836	0.000157986	3.58E-05	0.000183719	0.000282299
FAM76A	1.65E-05	2.87E-05	6.91E-06	2.30E-05	7.13E-05	1.72E-05	1.96E-05	1.99E-05	8.43E-06	1.13E-05	3.58E-05	1.53E-05	1.09E-05
STX12	4.80E-05	5.90E-05	5.52E-05	3.45E-05	6.11E-05	6.02E-05	6.36E-05	5.97E-05	4.21E-05	6.96E-05	9.56E-05	9.19E-05	2.53E-05
PPP1R8	2.68E-05	3.19E-05	6.91E-06	2.30E-05	3.06E-05	3.00E-05	2.11E-05	2.07E-05	3.37E-05	2.26E-05	2.39E-05	1.53E-05	3.98E-05
THEMIS2	5.83E-05	5.74E-05	4.14E-05	4.59E-05	0.000132378	0.000186908	0.000114786	0.000129293	0.000159954	0.000122253	1.20E-05	0.000107173	8.32E-05
RPA2	0.00010353	0.000137099	8.97E-05	0.00014929	0.000173106	0.000167257	0.000169745	0.000188962	0.000231508	0.000210644	7.17E-05	0.000183719	0.000184584
SMPDL3B	3.65E-06	4.79E-06	1.00E-08	1.00E-08	1.00E-08	1.21E-06	2.51E-06	7.75E-07	1.00E-08	1.89E-06	1.00E-08	1.00E-08	1.00E-08
XKR8	2.71E-05	3.03E-05	1.38E-05	1.00E-08	3.06E-05	4.81E-05	3.39E-05	4.59E-05	2.95E-05	6.02E-05	2.39E-05	7.66E-05	2.17E-05
EYA3	2.72E-05	3.67E-05	6.91E-06	2.30E-05	2.04E-05	2.13E-05	2.28E-05	3.06E-05	2.95E-05	2.82E-05	0.000131386	1.00E-08	7.25E-06
PTAFR	4.85E-07	1.60E-06	1.00E-08	1.00E-08	1.00E-08	1.51E-07	1.49E-07	7.75E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
DNAJC8	0.000202617	0.000173762	0.000172581	0.000229671	0.000162924	0.000228543	0.000200833	0.000218031	0.000252553	0.000250138	9.56E-05	0.000260264	0.000253347
SESN2	4.92E-05	4.94E-05	6.91E-06	1.00E-08	2.04E-05	7.23E-05	8.38E-05	6.50E-05	3.79E-05	4.51E-05	1.00E-08	1.53E-05	2.90E-05
MED18	8.08E-06	7.98E-06	6.91E-06	1.15E-05	2.04E-05	9.13E-06	7.78E-06	1.45E-05	1.26E-05	9.41E-06	1.20E-05	1.53E-05	1.00E-08
PHACTR4	4.08E-05	6.38E-05	6.21E-05	0.000137807	0.000101831	4.24E-05	4.39E-05	4.13E-05	5.89E-05	7.15E-05	5.97E-05	3.06E-05	4.34E-05
RCC1	7.30E-05	6.86E-05	0.000117359	2.30E-05	7.13E-05	7.43E-05	7.23E-05	9.26E-05	6.31E-05	5.64E-05	8.36E-05	7.66E-05	0.000152012
TRNAU1AP	5.76E-05	5.58E-05	3.45E-05	4.59E-05	6.11E-05	5.46E-05	5.36E-05	6.81E-05	8.84E-05	6.77E-05	2.39E-05	4.59E-05	7.24E-05
TAF12	5.60E-05	8.29E-05	6.90E-05	3.45E-05	8.15E-05	4.77E-05	7.63E-05	8.49E-05	7.16E-05	8.46E-05	3.58E-05	7.66E-05	9.77E-05
RAB42	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.51E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
