	Macro.c08.NLRP3	Macro.c07.LYVE1	Macro.c05.INHBA	Macro.c01.C1QC	Macro.c03.GPNMB	Macro.c04.IL1B	Macro.c02.FN1	Macro.c06.ISG15	Macro.c09.SPP1
DDX43	1.07E-06	1.38E-05	6.39E-06	6.87E-06	1.44E-05	1.98E-05	1.01E-05	9.86E-07	1.71E-06
MTO1	7.62E-06	2.31E-05	2.15E-05	2.38E-05	2.43E-05	2.19E-05	1.48E-05	1.67E-05	1.28E-05
EEF1A1	0.002340675	0.002260365	0.002328067	0.002128703	0.002254646	0.002452414	0.00245272	0.001967133	0.002069758
SLC17A5	2.35E-05	5.91E-05	4.49E-05	6.73E-05	5.65E-05	3.91E-05	4.16E-05	3.32E-05	5.86E-05
CD109	4.59E-05	4.82E-05	0.000103397	8.61E-05	4.71E-05	3.87E-05	5.26E-05	4.09E-05	9.18E-05
COX7A2	0.000645332	0.000376234	0.000520567	0.00050085	0.00053177	0.000377968	0.000588951	0.000710302	0.000575351
TMEM30A	0.000133966	0.000122226	0.000112709	0.000132045	0.000121349	9.93E-05	0.000129107	0.000167467	0.000158243
SENP6	0.000105624	0.000150171	0.000113686	0.000112038	0.000112322	0.000141227	0.000124997	0.000113139	7.73E-05
MYO6	8.90E-08	2.19E-06	1.11E-06	1.30E-06	2.08E-06	7.74E-07	7.84E-07	1.00E-08	9.33E-07
IRAK1BP1	1.53E-07	2.63E-06	1.26E-06	3.28E-06	2.81E-06	2.30E-06	1.18E-06	7.32E-07	4.42E-07
PHIP	0.000112821	0.000180166	0.000131328	0.00013206	0.000121604	0.000155606	0.000105993	0.000105269	0.000130483
HMGN3	0.000256231	0.000269582	0.000288306	0.000311273	0.000345491	0.000336398	0.000356196	0.000257377	0.000209871
LCA5	3.07E-07	3.72E-06	1.55E-06	3.26E-06	3.19E-06	6.96E-07	2.87E-06	4.00E-07	7.65E-06
TTK	9.78E-08	6.26E-07	4.29E-07	8.39E-07	1.95E-06	7.23E-07	5.46E-07	2.89E-07	3.76E-07
BCKDHB	4.99E-06	1.45E-05	1.20E-05	1.47E-05	1.63E-05	1.53E-05	1.63E-05	6.75E-06	7.94E-06
IBTK	6.00E-05	7.77E-05	6.49E-05	6.95E-05	7.61E-05	6.76E-05	5.66E-05	7.46E-05	6.53E-05
TPBG	1.52E-06	5.71E-06	9.93E-06	1.94E-06	1.01E-06	2.21E-06	2.65E-06	1.24E-06	1.21E-06
UBE3D	1.23E-06	7.84E-06	4.85E-06	6.48E-06	3.70E-06	5.69E-06	5.28E-06	2.45E-06	3.27E-06
PGM3	1.64E-05	2.38E-05	1.51E-05	2.43E-05	2.33E-05	1.41E-05	1.47E-05	1.92E-05	2.32E-05
RWDD2A	1.14E-06	6.62E-06	1.30E-06	5.99E-06	6.60E-06	3.35E-06	2.97E-06	2.78E-06	3.72E-06
ME1	6.49E-06	0.000112409	1.52E-05	0.000112424	4.88E-05	6.90E-05	6.94E-06	1.66E-05	3.66E-05
CYB5R4	0.000148448	9.73E-05	0.000105061	0.000107814	9.67E-05	8.53E-05	0.000102234	0.000136556	0.000157638
CEP162	5.53E-06	1.59E-05	6.74E-06	1.15E-05	8.88E-06	7.26E-06	8.42E-06	1.02E-05	9.03E-06
NT5E	9.27E-06	2.08E-06	2.78E-05	2.82E-06	2.12E-06	9.13E-07	3.78E-06	6.52E-06	5.54E-05
SNX14	4.82E-05	7.73E-05	6.66E-05	7.85E-05	7.56E-05	8.14E-05	6.09E-05	6.74E-05	5.77E-05
SYNCRIP	0.000153479	0.000180706	0.000136789	0.000145987	0.000139091	0.000131654	0.000145012	0.000171595	0.000133872
ZNF292	4.30E-05	8.31E-05	6.49E-05	7.21E-05	5.41E-05	5.73E-05	5.09E-05	5.89E-05	7.78E-05
SMIM8	9.80E-06	2.32E-05	1.72E-05	2.24E-05	2.31E-05	2.36E-05	1.97E-05	1.04E-05	1.37E-05
SLC35A1	1.60E-05	2.61E-05	1.49E-05	2.63E-05	3.11E-05	2.94E-05	2.05E-05	1.32E-05	1.76E-05
RARS2	1.66E-05	3.15E-05	1.84E-05	2.57E-05	1.99E-05	1.88E-05	2.12E-05	2.13E-05	2.55E-05
ORC3	1.60E-05	2.72E-05	2.39E-05	3.21E-05	2.75E-05	2.84E-05	2.37E-05	2.27E-05	2.56E-05
AKIRIN2	0.000270731	0.0002529	0.000243257	0.000220409	0.000249937	0.000266962	0.000202455	0.000348744	0.000232884
RNGTT	2.87E-05	2.97E-05	3.15E-05	2.55E-05	2.34E-05	2.53E-05	2.41E-05	2.62E-05	2.86E-05
PNRC1	0.001659365	0.001306842	0.001503963	0.001082064	0.001042294	0.001535497	0.001487629	0.001183931	0.001387035
SRSF12	8.04E-07	1.14E-06	2.38E-06	1.32E-06	8.58E-07	1.38E-06	1.51E-06	3.99E-07	8.76E-07
PM20D2	1.18E-05	1.75E-05	1.54E-05	1.38E-05	9.32E-06	9.95E-06	1.20E-05	1.05E-05	1.20E-05
UBE2J1	0.000235138	0.000119396	0.000246155	0.000137608	0.000132971	0.000141529	0.00013585	0.000334102	0.000222479
RRAGD	2.34E-05	3.36E-05	2.73E-05	5.28E-05	5.76E-05	2.76E-05	2.50E-05	4.20E-05	5.67E-05
ANKRD6	3.16E-06	7.69E-06	5.50E-06	6.09E-06	8.20E-06	4.92E-06	2.57E-06	2.71E-06	3.70E-06
LYRM2	4.82E-05	7.23E-05	5.61E-05	8.14E-05	7.76E-05	6.49E-05	5.54E-05	8.11E-05	6.23E-05
MDN1	1.96E-05	2.79E-05	2.06E-05	2.07E-05	2.10E-05	2.35E-05	2.23E-05	2.00E-05	2.15E-05
CASP8AP2	6.71E-06	3.47E-05	1.96E-05	2.74E-05	2.96E-05	2.80E-05	1.68E-05	1.42E-05	1.72E-05
BACH2	5.00E-06	1.00E-05	1.17E-05	5.02E-06	4.84E-06	4.86E-06	5.52E-06	2.07E-06	8.95E-06
MAP3K7	3.42E-05	5.61E-05	4.13E-05	5.02E-05	4.73E-05	5.46E-05	4.41E-05	3.45E-05	4.56E-05
MANEA	4.52E-06	1.75E-05	7.88E-06	2.06E-05	1.55E-05	1.59E-05	9.02E-06	9.01E-06	1.07E-05
UFL1	3.46E-05	7.78E-05	5.30E-05	7.38E-05	8.76E-05	7.80E-05	6.11E-05	4.79E-05	4.94E-05
NDUFAF4	1.27E-05	4.11E-05	2.60E-05	5.08E-05	6.62E-05	3.67E-05	3.91E-05	2.98E-05	3.07E-05
MMS22L	2.53E-06	9.78E-06	5.34E-06	8.57E-06	5.48E-06	7.28E-06	3.66E-06	3.18E-06	3.01E-06
FBXL4	7.14E-06	3.11E-05	1.52E-05	2.58E-05	2.42E-05	2.77E-05	1.62E-05	9.92E-06	1.54E-05
COQ3	1.92E-06	4.97E-06	3.51E-06	6.33E-06	5.03E-06	2.95E-06	2.02E-06	6.45E-07	5.05E-06
PNISR	0.000159853	0.000272215	0.000214668	0.000226126	0.000211196	0.000232909	0.000164392	0.000173312	0.000201519
USP45	3.14E-06	6.86E-06	6.34E-06	8.63E-06	8.53E-06	4.85E-06	3.47E-06	4.95E-06	6.76E-06
CCNC	4.62E-05	6.65E-05	7.02E-05	6.74E-05	7.25E-05	6.67E-05	5.89E-05	5.26E-05	6.96E-05
ASCC3	4.87E-05	4.99E-05	5.07E-05	4.94E-05	4.29E-05	5.25E-05	4.92E-05	8.25E-05	4.06E-05
HACE1	3.69E-06	1.61E-05	5.35E-06	9.72E-06	6.47E-06	6.83E-06	6.64E-06	2.09E-06	7.31E-06
BVES	1.06E-07	2.80E-06	6.09E-06	2.52E-06	1.39E-06	3.39E-06	2.76E-07	1.00E-08	1.00E-08
PREP	3.43E-05	3.53E-05	3.42E-05	3.58E-05	4.25E-05	4.27E-05	4.31E-05	4.08E-05	3.64E-05
PRDM1	8.19E-05	0.000182042	0.000242938	0.000142222	0.000106144	0.000248172	0.000156175	0.00011894	7.56E-05
ATG5	4.93E-05	7.59E-05	6.84E-05	7.67E-05	8.37E-05	7.02E-05	5.83E-05	7.94E-05	7.94E-05
RTN4IP1	2.37E-06	8.96E-06	3.72E-06	9.75E-06	9.11E-06	8.90E-06	9.25E-06	4.06E-06	5.00E-06
QRSL1	6.16E-06	2.09E-05	1.10E-05	2.19E-05	2.36E-05	2.10E-05	1.76E-05	2.01E-05	8.37E-06
CD24	6.01E-07	5.54E-06	3.88E-06	4.76E-06	6.09E-06	9.70E-06	4.75E-06	1.59E-06	1.62E-06
BEND3	3.55E-06	2.79E-06	3.01E-06	2.90E-06	2.74E-06	2.23E-06	2.21E-06	1.71E-06	2.73E-06
PDSS2	1.72E-05	2.04E-05	2.14E-05	2.45E-05	2.72E-05	3.00E-05	2.91E-05	2.06E-05	1.83E-05
SOBP	1.90E-07	4.65E-07	1.02E-06	9.26E-07	1.94E-06	1.46E-07	2.64E-07	8.41E-07	2.37E-07
SCML4	6.22E-07	4.40E-07	1.93E-06	8.53E-07	1.42E-06	2.73E-06	1.17E-06	1.36E-06	4.76E-07
SEC63	8.74E-05	0.000106094	8.23E-05	9.40E-05	0.000102734	9.76E-05	8.56E-05	7.87E-05	8.65E-05
OSTM1	8.08E-05	9.70E-05	9.92E-05	0.000114635	0.000117371	0.00010618	8.52E-05	9.84E-05	0.000100223
SNX3	0.000463937	0.000491312	0.000516184	0.000568658	0.000607972	0.000538527	0.000553448	0.000531909	0.000574007
FOXO3	0.000246986	0.000250458	0.000127627	0.000164322	0.000147086	0.000202669	0.000197176	0.000140331	0.000188651
ARMC2	6.45E-06	1.83E-05	4.35E-06	1.69E-05	1.06E-05	8.49E-06	5.95E-06	8.48E-06	1.96E-05
SESN1	2.34E-05	0.000375987	4.64E-05	0.000203095	0.00017918	0.000224819	7.45E-05	3.00E-05	5.66E-05
CEP57L1	3.91E-06	1.70E-05	8.85E-06	1.55E-05	1.26E-05	1.90E-05	5.41E-06	8.83E-06	1.01E-05
CD164	0.000284441	0.000442972	0.000346571	0.000402703	0.000390313	0.000363601	0.000323236	0.000322073	0.000368693
PPIL6	5.08E-07	2.87E-06	1.82E-06	1.61E-06	1.01E-06	3.70E-06	2.71E-07	4.35E-07	3.01E-06
SMPD2	2.23E-05	1.66E-05	2.85E-05	2.46E-05	2.60E-05	2.26E-05	2.40E-05	2.33E-05	2.84E-05
MICAL1	0.000104366	9.79E-05	0.000177526	0.00014412	0.000155648	0.000161586	0.000156075	0.000121613	9.04E-05
ZBTB24	4.39E-06	2.04E-05	8.94E-06	2.09E-05	2.76E-05	2.32E-05	1.66E-05	1.32E-05	1.51E-05
AK9	3.92E-06	5.41E-06	4.30E-06	5.06E-06	5.20E-06	7.07E-06	2.54E-06	5.00E-06	5.16E-06
FIG4	2.55E-05	3.53E-05	2.93E-05	3.56E-05	2.88E-05	3.06E-05	2.70E-05	3.23E-05	3.52E-05
WASF1	2.25E-06	4.11E-06	2.14E-06	2.02E-06	1.98E-06	3.55E-06	1.19E-06	1.08E-06	4.46E-06
CDC40	6.96E-05	8.77E-05	7.58E-05	8.20E-05	8.07E-05	8.22E-05	7.13E-05	9.25E-05	8.18E-05
DDO	2.47E-06	8.99E-06	5.13E-06	1.07E-05	1.35E-05	1.35E-05	9.80E-06	1.10E-05	5.88E-06
SLC22A16	6.08E-06	4.88E-06	3.17E-06	3.05E-06	2.30E-06	1.30E-06	5.24E-06	7.34E-06	5.14E-06
CDK19	2.38E-05	3.71E-05	2.32E-05	3.63E-05	2.79E-05	3.04E-05	3.68E-05	2.79E-05	2.91E-05
AMD1	0.000102798	0.000282577	0.000185536	0.000171978	0.000139561	0.000217939	0.000117322	0.000155076	0.000160537
GTF3C6	0.000183865	0.000132609	0.000149078	0.000184356	0.000191929	0.000112661	0.000203262	0.000259017	0.00023046
RPF2	3.17E-05	6.73E-05	4.40E-05	5.59E-05	6.44E-05	5.51E-05	5.38E-05	5.10E-05	5.03E-05
SLC16A10	0.000172259	0.000111687	0.000142908	0.000191469	8.82E-05	6.24E-05	0.000179067	0.000126358	0.000368857
REV3L	9.48E-05	0.000130488	0.000129909	7.61E-05	8.53E-05	0.000120556	0.000117333	8.15E-05	8.45E-05
TRAF3IP2	2.75E-05	1.12E-05	3.20E-05	1.11E-05	1.42E-05	1.53E-05	2.62E-05	1.69E-05	3.61E-05
FYN	9.87E-05	1.42E-05	2.90E-05	7.17E-06	8.32E-06	1.38E-05	4.02E-05	3.75E-05	3.92E-05
TUBE1	6.13E-06	1.48E-05	1.38E-05	1.15E-05	9.78E-06	1.23E-05	9.55E-06	9.16E-06	1.16E-05
FAM229B	1.35E-06	4.61E-06	4.63E-06	5.70E-06	4.94E-06	4.74E-06	4.32E-06	5.24E-06	7.13E-06
MARCKS	0.000627781	0.00043187	0.000397174	0.000566919	0.000559468	0.000529829	0.000461691	0.000513672	0.000379014
HDAC2	7.50E-05	0.000108366	0.000106865	0.000113177	0.000117628	0.000106865	8.96E-05	0.000105826	8.04E-05
NT5DC1	2.26E-05	4.03E-05	3.48E-05	4.03E-05	3.89E-05	4.64E-05	3.46E-05	1.46E-05	2.11E-05
TSPYL4	6.21E-06	1.36E-05	5.88E-06	1.23E-05	9.07E-06	9.39E-06	6.21E-06	4.07E-06	7.76E-06
DSE	0.000473275	0.00034678	0.000546212	0.000334929	0.000306041	0.000395263	0.000335583	0.000397864	0.000395766
TSPYL1	6.18E-05	8.86E-05	7.18E-05	6.72E-05	7.64E-05	8.33E-05	7.51E-05	5.30E-05	5.25E-05
RWDD1	0.000181986	0.000222196	0.000186009	0.000241366	0.000278599	0.000226792	0.0002448	0.000215131	0.000174192
KPNA5	7.50E-06	2.30E-05	1.06E-05	1.52E-05	1.23E-05	1.52E-05	9.83E-06	1.32E-05	1.08E-05
DCBLD1	4.69E-06	1.05E-05	8.63E-06	1.21E-05	1.02E-05	9.94E-06	5.29E-06	6.65E-06	8.96E-06
GOPC	2.67E-05	7.79E-05	4.45E-05	7.31E-05	7.14E-05	7.53E-05	5.28E-05	4.83E-05	4.87E-05
NUS1	9.02E-05	4.69E-05	5.55E-05	4.41E-05	3.74E-05	3.69E-05	4.52E-05	7.00E-05	9.31E-05
CEP85L	2.77E-05	4.56E-05	2.53E-05	3.54E-05	4.12E-05	5.47E-05	2.93E-05	2.66E-05	1.97E-05
MCM9	8.40E-06	1.72E-05	1.31E-05	1.29E-05	1.55E-05	1.47E-05	1.23E-05	1.02E-05	9.56E-06
ASF1A	1.00E-05	3.27E-05	4.31E-05	3.72E-05	3.59E-05	4.23E-05	2.97E-05	2.11E-05	2.04E-05
FAM184A	3.72E-07	8.80E-07	1.77E-07	4.32E-07	1.80E-07	1.12E-07	8.41E-07	1.00E-08	1.12E-07
MAN1A1	7.35E-05	0.000279511	4.87E-05	0.000103285	4.55E-05	7.14E-05	6.62E-05	7.11E-05	0.000108714
TBC1D32	9.72E-07	2.98E-06	3.85E-06	3.18E-06	4.19E-06	4.15E-06	1.97E-06	9.75E-07	3.10E-06
HSF2	2.35E-06	1.35E-05	7.79E-06	1.10E-05	1.06E-05	1.05E-05	6.02E-06	3.64E-06	8.89E-06
SERINC1	0.000224686	0.000282779	0.000223453	0.000250537	0.000255118	0.000272059	0.000202999	0.00015968	0.000245266
PKIB	1.27E-05	4.57E-05	6.59E-05	7.50E-05	0.00020734	0.000203107	0.000133272	4.60E-05	3.86E-05
SMPDL3A	5.39E-05	4.80E-05	3.67E-05	9.15E-05	4.47E-05	3.96E-05	3.80E-05	5.90E-05	0.000131624
RNF217	1.10E-05	2.92E-05	1.18E-05	2.22E-05	1.30E-05	1.28E-05	1.77E-05	1.89E-05	2.00E-05
TPD52L1	3.60E-07	7.51E-07	1.14E-06	2.18E-07	3.45E-07	2.81E-07	1.00E-08	6.15E-07	1.27E-06
HDDC2	3.80E-05	4.22E-05	3.09E-05	5.60E-05	5.70E-05	4.49E-05	5.59E-05	5.15E-05	6.30E-05
HEY2	1.00E-08	4.48E-07	6.33E-07	3.34E-07	7.02E-07	5.19E-07	1.00E-08	3.27E-07	3.62E-07
NCOA7	2.33E-05	8.31E-05	5.51E-05	7.12E-05	5.98E-05	7.60E-05	3.36E-05	7.37E-05	4.05E-05
HINT3	1.61E-05	4.43E-05	3.82E-05	4.27E-05	3.38E-05	3.67E-05	2.88E-05	3.99E-05	3.46E-05
TRMT11	3.65E-06	1.45E-05	1.02E-05	1.54E-05	1.21E-05	1.35E-05	7.27E-06	8.28E-06	8.66E-06
CENPW	3.95E-05	1.21E-05	3.10E-05	3.44E-05	4.09E-05	2.30E-05	4.83E-05	4.75E-05	4.02E-05
RNF146	3.37E-05	7.83E-05	3.06E-05	5.46E-05	5.08E-05	5.30E-05	3.14E-05	3.48E-05	5.41E-05
ECHDC1	0.000100129	9.28E-05	9.88E-05	0.000101421	0.000107641	9.37E-05	0.000106883	0.00013114	0.000122259
THEMIS	9.84E-07	1.00E-08	5.80E-07	3.21E-07	1.51E-07	8.60E-07	9.76E-07	9.43E-07	6.32E-07
PTPRK	1.98E-07	6.36E-07	2.13E-07	2.19E-07	2.10E-07	1.26E-07	6.53E-07	1.00E-08	1.00E-08
LAMA2	2.69E-06	4.59E-06	1.42E-05	2.50E-06	3.27E-07	2.94E-06	1.67E-06	8.72E-07	7.05E-06
ARHGAP18	0.000159841	0.000497951	0.000343376	0.000464694	0.000398388	0.000388527	0.000258106	0.000241439	0.000371076
L3MBTL3	1.12E-05	1.02E-05	9.11E-06	7.51E-06	4.77E-06	8.13E-06	5.66E-06	1.68E-05	5.64E-06
EPB41L2	2.26E-05	0.000139779	0.000111908	0.000141006	0.000141504	0.00018643	5.39E-05	4.47E-05	4.93E-05
AKAP7	1.59E-05	2.91E-05	1.14E-05	2.36E-05	1.79E-05	1.88E-05	1.11E-05	2.14E-05	1.20E-05
MED23	1.28E-05	2.87E-05	1.02E-05	2.22E-05	2.27E-05	1.69E-05	1.61E-05	1.42E-05	1.69E-05
ENPP3	7.92E-08	1.14E-06	1.56E-06	5.21E-07	9.89E-07	1.12E-06	2.33E-07	1.00E-08	1.77E-07
ENPP1	1.13E-07	2.75E-06	1.47E-05	2.65E-06	4.98E-06	8.31E-06	8.51E-07	9.87E-07	8.59E-08
MOXD1	8.98E-08	1.97E-06	1.00E-08	2.49E-07	1.00E-08	1.11E-07	1.00E-08	1.00E-08	1.00E-08
STX7	0.000115201	0.000243873	0.000180934	0.000232772	0.000217	0.000217726	0.000144668	0.000169508	0.000183736
VNN1	6.76E-05	6.48E-05	2.62E-05	3.83E-05	4.17E-05	4.94E-05	3.84E-05	9.22E-06	3.55E-05
VNN3	1.35E-05	1.51E-06	2.14E-06	1.13E-06	6.01E-07	6.59E-07	2.46E-07	1.58E-06	9.15E-06
VNN2	9.37E-05	3.80E-05	2.74E-05	3.18E-05	2.68E-05	3.44E-05	1.72E-05	1.09E-05	9.82E-05
SLC18B1	1.38E-05	4.95E-05	1.76E-05	3.98E-05	2.52E-05	3.44E-05	1.57E-05	1.54E-05	1.59E-05
EYA4	1.00E-08	9.74E-07	1.88E-06	1.89E-07	1.00E-08	3.76E-07	2.33E-07	1.00E-08	1.00E-08
TBPL1	2.73E-05	5.24E-05	4.37E-05	4.15E-05	4.14E-05	5.39E-05	3.43E-05	4.44E-05	5.17E-05
SGK1	0.000273125	0.001027791	0.000677398	0.00076015	0.00074678	0.001073623	0.000597438	0.000581276	0.000526211
HBS1L	3.11E-05	4.56E-05	4.50E-05	3.88E-05	4.28E-05	3.84E-05	4.32E-05	3.92E-05	4.79E-05
MYB	1.20E-06	6.22E-07	2.47E-06	1.67E-06	1.41E-06	2.25E-06	6.29E-07	7.73E-07	2.84E-07
AHI1	3.59E-05	5.36E-05	5.47E-05	5.55E-05	4.34E-05	5.00E-05	4.35E-05	3.80E-05	6.41E-05
PDE7B	4.31E-06	1.63E-05	2.77E-06	4.82E-06	2.37E-06	6.81E-06	2.88E-06	1.85E-06	3.21E-06
MTFR2	1.08E-06	1.24E-06	1.46E-06	1.69E-06	1.85E-06	1.62E-06	5.21E-07	2.65E-06	1.81E-06
BCLAF1	0.000160081	0.000209649	0.000146701	0.000167389	0.000185715	0.0001604	0.00016422	0.000183363	0.000168675
MAP7	4.16E-06	2.16E-05	1.51E-05	1.79E-05	8.51E-06	8.55E-06	4.20E-06	3.79E-06	5.31E-06
MAP3K5	4.21E-05	5.79E-05	4.29E-05	4.96E-05	3.77E-05	5.18E-05	5.23E-05	3.27E-05	2.72E-05
PEX7	7.65E-06	1.16E-05	8.96E-06	1.30E-05	1.29E-05	1.58E-05	1.17E-05	1.01E-05	1.57E-05
IL22RA2	4.29E-07	1.10E-07	8.38E-07	2.01E-07	1.38E-06	1.00E-08	1.00E-08	8.88E-07	3.11E-07
IFNGR1	0.0003177	0.000433453	0.000447226	0.000462531	0.000553519	0.000580841	0.00047057	0.000275275	0.000375879
TNFAIP3	0.001293397	0.001134953	0.001239514	0.00076115	0.000624745	0.001314177	0.001121998	0.000841518	0.001054664
PERP	2.15E-06	2.69E-06	6.97E-06	3.78E-06	1.80E-06	2.64E-06	1.99E-06	4.13E-06	4.22E-06
HEBP2	0.000181934	6.99E-05	7.99E-05	8.19E-05	0.000140113	8.41E-05	0.000155181	0.000131781	0.000100371
NHSL1	4.68E-06	2.60E-05	6.42E-06	1.51E-05	1.95E-05	2.16E-05	1.31E-05	5.56E-06	6.40E-06
CCDC28A	4.88E-05	7.51E-05	5.38E-05	9.60E-05	8.65E-05	8.62E-05	6.48E-05	5.35E-05	9.85E-05
REPS1	3.03E-05	4.66E-05	3.41E-05	3.03E-05	2.88E-05	4.20E-05	2.60E-05	3.36E-05	4.02E-05
ABRACL	0.000335577	0.000187129	0.000203086	0.000265414	0.000257154	0.000176571	0.00027666	0.000347024	0.000250231
HECA	0.000119178	8.00E-05	5.47E-05	4.56E-05	2.15E-05	3.44E-05	4.54E-05	5.42E-05	6.20E-05
TXLNB	1.03E-06	1.42E-05	2.64E-06	7.16E-06	3.79E-06	7.63E-06	3.02E-06	5.15E-06	6.14E-06
CITED2	0.000224258	0.000512075	0.000274852	0.000302186	0.000177511	0.000411804	0.000158194	0.000184545	0.000316767
VTA1	2.87E-05	5.40E-05	4.69E-05	6.11E-05	6.83E-05	5.59E-05	4.89E-05	6.63E-05	5.21E-05
HIVEP2	9.81E-05	3.92E-05	4.58E-05	2.63E-05	1.57E-05	2.17E-05	2.47E-05	6.63E-05	5.83E-05
AIG1	3.19E-05	0.000115291	9.89E-05	0.000125363	0.000144571	0.000154751	0.000100089	4.20E-05	4.79E-05
ADAT2	3.08E-06	1.15E-05	5.02E-06	7.90E-06	7.27E-06	5.89E-06	5.17E-06	2.90E-06	5.81E-06
PEX3	4.69E-06	2.12E-05	2.15E-05	2.16E-05	2.24E-05	2.66E-05	9.25E-06	1.17E-05	1.42E-05
FUCA2	0.000102262	0.000168844	0.00012493	0.000197244	0.000204839	0.000171276	0.000167704	0.00012088	0.000145844
PHACTR2	5.05E-05	6.93E-05	4.89E-05	7.98E-05	6.46E-05	5.84E-05	4.34E-05	7.70E-05	5.81E-05
LTV1	9.21E-06	3.32E-05	1.57E-05	3.25E-05	3.81E-05	2.71E-05	2.20E-05	1.61E-05	2.09E-05
PLAGL1	5.45E-05	8.75E-05	6.92E-05	6.94E-05	7.97E-05	0.000101138	7.24E-05	6.74E-05	5.30E-05
SF3B5	0.000334941	0.000238966	0.000243251	0.000292937	0.000316812	0.000244701	0.0003185	0.000353041	0.000336086
STX11	0.000603426	0.000356016	0.000592843	0.000308416	0.000334787	0.000541949	0.000473202	0.000504627	0.00040466
UTRN	0.000178485	0.000130851	0.000152851	0.000118445	9.14E-05	0.000119408	0.000156181	0.00016163	7.90E-05
EPM2A	1.69E-06	5.49E-06	2.95E-06	6.04E-06	5.87E-06	7.23E-06	4.20E-06	2.50E-06	1.52E-06
FBXO30	1.46E-05	3.38E-05	2.65E-05	2.67E-05	1.88E-05	2.94E-05	1.28E-05	1.66E-05	2.90E-05
SHPRH	1.05E-05	4.29E-05	2.39E-05	3.13E-05	3.23E-05	2.81E-05	2.71E-05	1.76E-05	1.54E-05
RAB32	0.000159383	0.000146704	0.000184166	0.000235432	0.000281711	0.000232521	0.000203164	0.000185886	0.000150057
STXBP5	1.29E-05	1.46E-05	5.92E-06	9.57E-06	6.57E-06	8.02E-06	9.85E-06	7.57E-06	8.32E-06
SASH1	2.74E-05	3.03E-05	1.67E-05	5.26E-05	2.16E-05	2.76E-05	2.22E-05	4.95E-05	1.90E-05
UST	1.93E-06	1.36E-05	5.94E-06	6.90E-06	2.39E-06	3.71E-06	1.15E-06	6.75E-06	2.50E-06
TAB2	7.74E-05	7.71E-05	5.73E-05	6.31E-05	3.66E-05	5.67E-05	4.15E-05	5.47E-05	6.24E-05
SUMO4	3.41E-06	6.12E-06	7.38E-06	4.10E-06	2.59E-06	4.71E-06	3.29E-06	2.60E-06	3.79E-06
ZC3H12D	5.61E-06	5.06E-05	6.95E-06	2.27E-05	1.51E-05	2.28E-05	1.03E-05	8.05E-06	6.68E-06
PPIL4	6.92E-05	9.78E-05	6.88E-05	7.76E-05	9.01E-05	8.90E-05	9.17E-05	5.95E-05	7.63E-05
GINM1	8.55E-05	0.000130454	0.000106681	0.000121507	0.000114595	0.00011324	9.90E-05	7.15E-05	0.000120097
KATNA1	2.87E-05	4.16E-05	3.18E-05	3.92E-05	4.03E-05	4.12E-05	3.53E-05	3.79E-05	4.09E-05
LATS1	2.17E-05	5.79E-05	2.37E-05	4.31E-05	4.01E-05	3.64E-05	2.56E-05	3.18E-05	3.10E-05
AL358852.1	1.84E-06	1.65E-06	1.89E-06	2.54E-06	1.75E-06	1.36E-06	7.37E-07	1.06E-06	3.22E-06
NUP43	4.88E-06	1.58E-05	1.26E-05	1.79E-05	1.64E-05	1.35E-05	9.24E-06	1.04E-05	6.30E-06
PCMT1	0.000137369	0.000130644	0.000161737	0.000163056	0.0001961	0.000154067	0.000183794	0.000164383	0.000138424
LRP11	1.03E-06	6.34E-06	2.95E-06	4.91E-06	4.81E-06	2.59E-06	7.91E-07	6.55E-07	1.74E-06
ULBP2	9.53E-06	1.46E-05	2.15E-05	9.81E-06	8.97E-06	1.29E-05	7.86E-06	6.51E-06	1.17E-05
ULBP1	2.08E-06	5.27E-06	5.04E-06	4.35E-06	1.99E-06	4.03E-06	1.98E-06	2.09E-06	2.87E-06
PLEKHG1	3.11E-07	7.21E-06	3.49E-06	2.92E-06	1.69E-06	4.20E-06	2.17E-07	1.00E-08	9.23E-08
MTHFD1L	4.15E-05	2.78E-05	4.52E-05	4.96E-05	8.44E-05	6.60E-05	8.63E-05	5.06E-05	5.82E-05
AKAP12	4.08E-05	1.17E-05	2.19E-05	9.78E-06	9.19E-06	7.82E-06	1.48E-05	1.14E-05	1.40E-05
ZBTB2	1.50E-05	3.00E-05	2.42E-05	1.96E-05	1.87E-05	2.35E-05	1.19E-05	1.60E-05	1.91E-05
RMND1	5.34E-06	2.43E-05	1.38E-05	2.81E-05	3.36E-05	2.32E-05	1.63E-05	1.17E-05	1.56E-05
CCDC170	1.72E-05	6.69E-05	3.63E-05	6.10E-05	3.91E-05	4.21E-05	2.35E-05	2.72E-05	2.64E-05
ESR1	1.39E-06	1.37E-05	9.94E-06	1.54E-05	1.03E-05	7.61E-06	3.44E-06	6.50E-06	3.67E-06
SYNE1	2.59E-05	8.64E-05	2.93E-05	6.76E-05	3.92E-05	4.66E-05	3.63E-05	1.75E-05	2.16E-05
FBXO5	7.69E-06	8.50E-06	4.65E-06	6.46E-06	6.46E-06	6.21E-06	7.60E-06	8.23E-06	6.70E-06
MTRF1L	6.27E-05	3.92E-05	4.47E-05	3.90E-05	3.73E-05	3.27E-05	4.35E-05	4.37E-05	5.16E-05
